# new call
0,0,0.099471839432434594,0,0,0.099471839432434594,0,0,0.099471839432434594,-0.0086145139909655031,0.014920775914865191,0,-0.0086145139909655031,-0.014920775914865191,0,0.017229027981931006,0,0

# new call
0,0,0.096674182759918875,0,0,0.096674182759918875,0,0,0.096674182759918875,-0.007813618132395013,0.013533583596249604,0,-0.007813618132395013,-0.013533583596249604,0,0.015627236264790026,0,0

# new call
0,0,0.094205536688628772,0,0,0.094205536688628772,0,0,0.094205536688628758,-0.0071194330503847108,0.012331219764351392,0,-0.0071194330503847108,-0.012331219764351392,0,0.014238866100769422,0,0

# new call
0,0,0.092010838309229209,0,0,0.092010838309229209,0,0,0.092010838309229209,-0.0065138102011081302,0.011282250219179729,0,-0.0065138102011081302,-0.011282250219179729,0,0.01302762040221626,0,0

# new call
0,0,0.090046575634361331,0,0,0.090046575634361331,0,0,0.090046575634361317,-0.0059823013826149317,0.010361649940878603,0,-0.0059823013826149317,-0.010361649940878603,0,0.011964602765229863,0,0

# new call
0,0,0.088277941768304613,0,0,0.088277941768304613,0,0,0.088277941768304613,-0.0055132889542179207,0.0095492965855137214,0,-0.0055132889542179207,-0.0095492965855137214,0,0.011026577908435841,0,0

# new call
0,0,0.086676781706623934,0,0,0.086676781706623934,0,0,0.086676781706623934,-0.0050973455567843214,0.0088288614880859123,0,-0.0050973455567843214,-0.0088288614880859123,0,0.010194691113568643,0,0

# new call
0,0,0.085220088243315673,0,0,0.085220088243315673,0,0,0.085220088243315673,-0.0047267566479920441,0.0081869826693361791,0,-0.0047267566479920441,-0.0081869826693361791,0,0.0094535132959840881,0,0

# new call
0,0,0.083888884605895747,0,0,0.083888884605895747,0,0,0.083888884605895761,-0.0043951601994721952,0.007612640772890404,0,-0.0043951601994721952,-0.007612640772890404,0,0.0087903203989443904,0,0

# new call
0,0,0.082667383619177914,0,0,0.082667383619177914,0,0,0.082667383619177914,-0.0040972718149657559,0.0070966829559406374,0,-0.0040972718149657559,-0.0070966829559406374,0,0.0081945436299315118,0,0

# new call
0,0,0.08154234738658836,0,0,0.08154234738658836,0,0,0.08154234738658836,-0.0038286728848735564,0.0066314559621623061,0,-0.0038286728848735564,-0.0066314559621623061,0,0.0076573457697471127,0,0

